numero_registro,denominacion,plazas_autorizadas_numero,plazas_descripcion,tipologia,subtipo,sector,municipio_nombre,direccion_via_tipo,direccion_coor_x,direccion_coor_y,codigo_postal,entidad_denominacion,entidad_naturaleza
C0299,SANITAS   RESIDENCIAL ALCORCON,148,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Alcorcón,AVDA,unknown,unknown,28922,"SANITAS MAYORES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0301,HOGAR DON ORIONE,124,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Pozuelo de Alarcón,PLAZA,433709,4472823,28223,CASA COMUNIDAD CONGREGACION PEQUEÑA OBRA DE LA DIVINA PROVIDENCIA (DON ORIONE),PRIVADA SIN ÁNIMO DE LUCRO
C0304,HOGAR DE ANCIANOS DE ALPEDRETE,100,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Alpedrete,PLAZA,413186,4501291,28430,ASOCIACION HOGAR DE ANCIANOS DE ALPEDRETE,PRIVADA SIN ÁNIMO DE LUCRO
C0305,"TORREJON DE LA CALZADA, HOGAR",38,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Torrejón de la Calzada,CALLE,431819,4450054,28991,AYUNTAMIENTO DE TORREJON DE LA CALZADA,PÚBLICA
C0307,"SAN ILDEFONSO, RESIDENCIA DE PERSONAS MAYORES",47,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Guadarrama,CALLE,407585,4502909,28440,RESIDENCIA ARCIPRESTE DE HITA S. L.,PRIVADA CON ÁNIMO DE LUCRO
C0308,"LA TORRE, RESIDENCIA DE  PERSONAS MAYORES",88,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Morata de Tajuña,CALLE,462687,4452636,28530,"TORREMORA 2003, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0311,CENTRO SOCIAL DE PERSONAS MAYORES DE GRIÑON,600,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Griñón,CALLE,427348,4451715,28971,AYUNTAMIENTO DE GRIÑON,PÚBLICA
C0312,PISO TUTELADO CHICAS DE TORREMOCHA,8,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Torremocha de Jarama,CALLE,458330,4520583,28189,TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA,PRIVADA SIN ÁNIMO DE LUCRO
C0317,CENTRO OCUPACIONAL ADEMO I,90,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Arganda del Rey,CALLE,459757,4461024,28500,FUNDACION RAILES,PRIVADA SIN ÁNIMO DE LUCRO
C0318,HOGAR INFANTIL DE INTEGRACION RURAL TORREMOCHA DEL JARAMA,26,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Infancia,Torremocha de Jarama,CALLE,458330,4520583,28189,TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA,PRIVADA SIN ÁNIMO DE LUCRO
C0319,PISO TUTELADO DE CHICOS DE TORREMOCHA,6,Plazas totales,CENTROS RESIDENCIALES,PISOS TUTELADOS,Adolescencia,Torremocha de Jarama,CALLE,458045,4520385,28189,TORREMOCHA DEL JARAMA (SIERRA NORTE DE MADRID) SOCIEDAD COOPERATIVA LIMITADA,PRIVADA SIN ÁNIMO DE LUCRO
C0321,"JUAN PABLO II, RESIDENCIA DE PERSONAS MAYORES",182,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,San Martín de Valdeiglesias,CTRA,384426,4468076,28680,FUNDACION LOPEZ RUMAYOR,PRIVADA SIN ÁNIMO DE LUCRO
C0324,HOGAR DE JUBILADOS Y PENSIONISTAS DE VALVERDE DE ALCALA,52,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Valverde de Alcalá,CALLE,474420,4474033,28812,AYUNTAMIENTO DE VALVERDE DE ALCALA,PÚBLICA
C0327,"VILLA JOSEFINA, CENTRO RESIDENCIAL",23,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Pozuelo de Alarcón,AVDA,431390,4477042,28224,FUNDACION CAL PAU,PRIVADA SIN ÁNIMO DE LUCRO
C0328,"SANITAS RESIDENCIAL ARTURO SORIA, RESIDENCIA DE PERSONAS MAYORES",72,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES AUTONOMAS,Personas mayores,Madrid,CALLE,444513,4477999,28043,"SANITAS MAYORES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0339,HOGAR PARROQUIAL NUESTRA SEÑORA DE FATIMA,267,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Madrid,CALLE,444697,4475732,28017,ASOCIACION HOGAR PARROQUIAL NUESTRA SEÑORA DE FATIMA,PRIVADA SIN ÁNIMO DE LUCRO
C0345,"VIRGEN DEL PILAR, RESIDENCIA DE PERSONAS MAYORES",233,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Boadilla del Monte,CALLE,425439,4473311,28660,RESIDENCIAS SANTOS S.L.,PRIVADA CON ÁNIMO DE LUCRO
C0349,CASA CHALET II APANID,10,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con discapacidad intelectual,Getafe,CALLE,438511,4463713,28903,"ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID)",PRIVADA SIN ÁNIMO DE LUCRO
C0353,CASA CHALET I,8,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con discapacidad intelectual,Getafe,CALLE,438503,4463713,28903,"ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID)",PRIVADA SIN ÁNIMO DE LUCRO
C0354,APANID CENTRO DE ATENCION TEMPRANA,20,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Getafe,PLAZA,438588,4462800,28903,"ASOCIACIÓN DE PADRES Y AMIGOS DE NIÑOS DIFERENTES DE GETAFE, COMUNIDAD DE MADRID Y TERRITORIO NACIONAL (APANID)",PRIVADA SIN ÁNIMO DE LUCRO
C0356,"SANTA MARAVILLAS, RESIDENCIA DE PERSONAS MAYORES",75,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Pozuelo de Alarcón,CMNO,430318,4475505,28223,"SAN JORGE CENTER, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0361,SANTA MARIA DE LEUCA,50,Plazas totales,CENTROS DE ACOGIDA,CENTROS DE ACOGIDA DE MENORES,Infancia,San Lorenzo de El Escorial,CALLE,403433,4494233,28200,CASA COMUNIDAD HIJAS SANTA MARIA DE LEUCA,PRIVADA SIN ÁNIMO DE LUCRO
C0365,INSTITUCION PEDAGOGICA SAGRADO CORAZON,80,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Alcalá de Henares,CALLE,470115,4482839,28805,INSTITUCION PEDAGOGICA LABORAL SAGRADO CORAZON S.A,PRIVADA SIN ÁNIMO DE LUCRO
C0373,"MUNICIPAL GRIÑON, RESIDENCIA DE PERSONAS MAYORES",78,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Griñón,CALLE,427399,4451916,28971,AYUNTAMIENTO DE GRIÑON,PÚBLICA
C0374,CENTRO DE REHABILITACION GIL GAYARRE,33,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Personas con discapacidad intelectual,Pozuelo de Alarcón,CTRA,428731,4476615,28223,FUNDACION GIL GAYARRE,PRIVADA SIN ÁNIMO DE LUCRO
C0382,"NUEVO HORIZONTE, C.D.DE ADULTOS AUTISTAS",50,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas con discapacidad intelectual,"Rozas de Madrid, Las",CALLE,425243,4482547,28231,ASOCIACION NUEVO HORIZONTE,PRIVADA SIN ÁNIMO DE LUCRO
C0384,"AFANIAS, CENTRO EXPERIMENTAL POZUELO",139,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Pozuelo de Alarcón,CALLE,432276,4477582,28224,"AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL",PRIVADA SIN ÁNIMO DE LUCRO
C0392,"AMANECER, CENTRO OCUPACIONAL",60,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,442748,4477256,28002,FUNDACION AMANECER,PRIVADA SIN ÁNIMO DE LUCRO
C0401,CENTRO LISTA,50,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Madrid,CALLE,442997,4475481,28028,ASOCIACION PUERTA DE ALCALA,PRIVADA SIN ÁNIMO DE LUCRO
C0405,"PARDO VALCARCE, CENTRO OCUPACIONAL",205,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CALLE,439830,4483564,28049,FUNDACION CARMEN PARDO VALCARCE,PRIVADA SIN ÁNIMO DE LUCRO
C0408,"NARANJOVEN, CENTRO JUVENIL",170,Capacidad máxima simultánea,CENTROS OCUPACIONALES,TALLERES,Adolescencia,Fuenlabrada,CALLE,unknown,unknown,28940,ASOCIACION NARANJOVEN DE FUENLABRADA,PRIVADA SIN ÁNIMO DE LUCRO
C0415,"VIRGEN DE LOURDES, C.O.",72,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Villaviciosa de Odón,EXTRR,unknown,unknown,28670,FUNDACION PROMIVA,PRIVADA SIN ÁNIMO DE LUCRO
C0416,"PALACIOS, RESIDENCIA DE PERSONAS MAYORES",84,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Ciempozuelos,PASEO,447590,4445383,28350,"RESIDENCIA DE ANCIANOS PALACIOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0417,"APHISA, CENTRO OCUPACIONAL",75,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Alcalá de Henares,AVDA,467320,4480666,28802,"ASOCIACION DE ALCALÁ DE HENARES PARA LA DISCAPACIDAD INTELECTUAL (""APHISA"").",PRIVADA SIN ÁNIMO DE LUCRO
C0421,"COLMENAR VIEJO, CENTRO OCUPACIONAL",132,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Colmenar Viejo,CTRA,unknown,unknown,28770,ENVERA-ASOCIACION DE EMPLEADOS DE IBERIA PADRES DE PERSONAS CON DISCAPACIDAD,PRIVADA SIN ÁNIMO DE LUCRO
C0424,HOGAR NTRA. SRA. DE LOS DESAMPARADOS,42,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Infancia y Adolescencia,Madrid,CALLE,443676,4479056,28033,CASA COMUNIDAD MADRE DE DESAMPARADOS Y SAN JOSE DE LA MONTAÑA,PRIVADA SIN ÁNIMO DE LUCRO
C0429,"GLADIOLOS, RESIDENCIA PERSONAS MAYORES",74,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Colmenar Viejo,CALLE,433894,4499884,28770,"RESIDENCIA GLADIOLOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0444,RESIDENCIA DE  MINUSVALIDOS SAN VICENTE,156,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Madrid,AVDA,439501,4469787,28026,FUNDACION ANDE,PRIVADA SIN ÁNIMO DE LUCRO
C0446,"LOS JAZMINES (EL ALAMO), RESIDENCIA DE PERSONAS MAYORES",22,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,"Álamo, El",CMNO,unknown,unknown,28607,RESIDENCIA DE ANCIANOS LOS JAZMINES SL,PRIVADA CON ÁNIMO DE LUCRO
C0447,"VALMONTE, RESIDENCIA DE PERSONAS MAYORES",148,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,441993,4478445,28036,"EDIFICIO GERIATRICO VALMONTE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0453,"SANTA EUGENIA, RESIDENCIA DE PERSONAS MAYORES",284,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,448374,4470143,28031,"RESIDENCIAL NOGALES XXI, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C0455,"SANTA MARIANA DE JESUS, RESIDENCIA DE PERSONAS MAYORES",13,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,"Molinos, Los",AVDA,409982,4507094,28460,INSTITUTO SANTA MARIANA DE JESUS COMUNIDAD DE HERMANAS MARIANITAS,PRIVADA SIN ÁNIMO DE LUCRO
C0456,"PADRE ELADIO, RESIDENCIA DE PERSONAS MAYORES",77,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,438234,4480518,28035,CASA COMUNIDAD HERMANAS JOSEFINAS DE LA SANTISIMA TRINIDAD,PRIVADA SIN ÁNIMO DE LUCRO
C0457,"LA SUIZA SANTA RITA, RESIDENCIA DE PERSONAS MAYORES",84,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Robledo de Chavela,CALLE,394835,4485183,28294,"LA SUIZA SANTA RITA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0458,"MUNICIPAL PERPETUO SOCORRO DE MIRAFLORES DE LA SIERRA, RESIDENCIA DE PERSONAS MAYORES",44,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Miraflores de la Sierra,CALLE,unknown,unknown,28792,AYUNTAMIENTO DE MIRAFLORES DE LA SIERRA,PÚBLICA
C0459,"SAN LUIS GONZAGA, CENTRO RESIDENCIAL",45,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Pozuelo de Alarcón,CTRA,428731,4476615,28223,FUNDACION GIL GAYARRE,PRIVADA SIN ÁNIMO DE LUCRO
C0468,"ISLA DE KOS, RESIDENCIA DE PERSONAS MAYORES",90,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,"Molar, El",AVDA,450740,4508835,28710,"SOGERASA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0471,"COLISEE LAS ROZAS, RESIDENCIA DE PERSONAS MAYORES",300,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Galapagar,CALLE,419988,4487023,28260,"LA SALETA CARE, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0472,"GÖTZE, CENTRO OCUPACIONAL",175,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Madrid,CTRA,unknown,unknown,28023,FUNDACION GÖTZE,PRIVADA SIN ÁNIMO DE LUCRO
C0473,"SAN LUIS GONZAGA, CENTRO OCUPACIONAL",225,Capacidad máxima simultánea,CENTROS OCUPACIONALES,CENTROS OCUPACIONALES GENÉRICOS,Personas con discapacidad intelectual,Pozuelo de Alarcón,CTRA,428731,4476615,28223,FUNDACION GIL GAYARRE,PRIVADA SIN ÁNIMO DE LUCRO
C0477,"CENTRO CHINCHON, RESIDENCIA DE PERSONAS MAYORES",54,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Chinchón,CALLE,464142,4442712,28370,GESTION RESIDENCIAS LAS VEGAS S.L,PRIVADA CON ÁNIMO DE LUCRO
C0485,"MARIA INMACULADA, RESIDENCIA GERIATRICA",24,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,442708,4476701,28002,"LERENA JIMENEZ, FRANCISCO",PRIVADA CON ÁNIMO DE LUCRO
C0487,"NTRA. SRA. DE LA ANTIGUA (VILLAVICIOSA), RESIDENCIA DE PERSONAS MAYORES",49,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Villaviciosa de Odón,CALLE,421411,4469559,28679,"RESIDENCIA NUESTRA SEÑORA DE LA ANTIGUA, S.A.",PRIVADA CON ÁNIMO DE LUCRO
C0490,"CERVANTES, RESIDENCIA DE PERSONAS MAYORES",45,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Alcalá de Henares,CALLE,470251,4481864,28805,"RESIDENCIA CERVANTES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0491,"VIRGEN DE LA PALOMA, RESIDENCIA DE PERSONAS MAYORES",11,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,435046,4469991,28044,"KOLKWITZIA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0494,LOS VILLARES CENTRO RESIDENCIAL,25,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Arganda del Rey,AVDA,461740,4462316,28500,"CENTRO RESIDENCIAL LOS VILLARES, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0496,"SAN LUIS GONZAGA (LOS ALMENDROS), RESIDENCIA DE PERSONAS MAYORES",45,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CTRA,441287,4486409,28049,FUNDACION CATALINA LABOURE,PRIVADA SIN ÁNIMO DE LUCRO
C0497,RESIDENCIA SANTA GENOVEVA TORRES,135,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,439238,4475337,28008,CASA COMUNIDAD HERMANAS SAGRADO CORAZON DE JESUS Y SANTOS ANGELES,PRIVADA SIN ÁNIMO DE LUCRO
C0500,"ACEOPS,CENTRO DE ATENCION TEMPRANA",45,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Madrid,CALLE,444469,4472413,28038,ASOCIACION CENTRO DE ATENCION TEMPRANA Y ORIENTACION PSICOSOCIAL (ACEOPS),PRIVADA SIN ÁNIMO DE LUCRO
C0503,RESIDENCIA GÖTZE,106,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Madrid,CTRA,unknown,unknown,28023,FUNDACION GÖTZE,PRIVADA SIN ÁNIMO DE LUCRO
C0518,BETANIA,25,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Infancia,Madrid,CALLE,444222,4471496,28038,CASA COMUNIDAD CONGREGACION HIJAS DEL DIVINO CELO,PRIVADA SIN ÁNIMO DE LUCRO
C0519,CENTRO DE MAYORES CASABLANCA VALDESUR,178,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Valdemoro,AVDA,442504,4448989,28341,CENTRO DE MAYORES AVENIDA DE ANDALUCIA S. L.,PRIVADA CON ÁNIMO DE LUCRO
C0521,"ORPEA LA MORALEJA, RESIDENCIA DE PERSONAS MAYORES",132,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Alcobendas,URB,unknown,unknown,28108,RESIDENCIAL SENIOR 2000 S.L.U.,PRIVADA CON ÁNIMO DE LUCRO
C0528,"JARDIN, RESIDENCIA DE PERSONAS MAYORES",18,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Camarma de Esteruelas,CALLE,467915,4488690,28816,RESIDENCIA DE LA TERCERA EDAD EL JARDÍN DEL DESCANSO S.L.,PRIVADA CON ÁNIMO DE LUCRO
C0533,VIVIENDA COMUNITARIA 1 AFANIAS,6,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con discapacidad intelectual,Pozuelo de Alarcón,CALLE,431089,4476178,28223,"AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL",PRIVADA SIN ÁNIMO DE LUCRO
C0536,"CASTILLA, RESIDENCIA DE PERSONAS MAYORES",26,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Serranillos del Valle,CALLE,425706,4451258,28979,CELIA CUENDA RUIZ,PRIVADA CON ÁNIMO DE LUCRO
C0537,"LOS OLIVOS II, RESIDENCIA PERSONAS MAYORES",19,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Fuente el Saz de Jarama,AVDA,456872,4498278,28140,"CENTRO DE ATENCION INTEGRAL DE MAYORES LOS OLIVOS, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0541,"CASABLANCA EL PLANTIO, RESIDENCIA DE PERSONAS MAYORES",59,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,AVDA,429836,4480189,28023,"REPLAN, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0561,"ADEMO, CENTRO DE ATENCION TEMPRANA Y REHABILITACION",20,Capacidad máxima simultánea,CENTROS DE REHABILITACIÓN,CENTROS DE ATENCIÓN,Infancia,Madrid,AVDA,444076,4472884,28030,FUNDACION RAILES,PRIVADA SIN ÁNIMO DE LUCRO
C0565,"AMANECER, RESIDENCIA DE PERSONAS MAYORES",26,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Galapagar,CALLE,415056,4491289,28260,"VALERIANO VALERIANO, ANA",PRIVADA CON ÁNIMO DE LUCRO
C0571,ALDEA INFANTIL DE SAN LORENZO DE EL ESCORIAL,46,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Infancia y Adolescencia,San Lorenzo de El Escorial,CALLE,403360,4494817,28200,ASOCIACION ALDEAS INFANTILES SOS DE ESPAÑA,PRIVADA SIN ÁNIMO DE LUCRO
C0581,"EL TEJAR, RESIDENCIA DE PERSONAS MAYORES",34,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,444711,4479263,28043,"APOLA, S.L.",PRIVADA CON ÁNIMO DE LUCRO
C0598,"SANTA GEMA (EL ALAMO), RESIDENCIA DE PERSONAS MAYORES",14,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,"Álamo, El",CALLE,415135,4453033,28607,SANTA GEMA GALGANI S.L.,PRIVADA CON ÁNIMO DE LUCRO
C0599,"NTRA. SRA.  DE VALVERDE, RESIDENCIA DE PERSONAS MAYORES",44,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Madrid,CALLE,442832,4471436,28053,FUNDACION ASCE (ANTIGUAS ALUMNAS DEL SAGRADO CORAZON DE ESPAÑA),PRIVADA SIN ÁNIMO DE LUCRO
C0601,"LA VEGUILLA, CENTRO RESIDENCIAL",71,Plazas totales,CENTROS RESIDENCIALES,OTRAS RESIDENCIAS,Personas con discapacidad intelectual,Villaviciosa de Odón,EXTRR,unknown,unknown,28670,ASOCIACION LA VEGUILLA,PRIVADA SIN ÁNIMO DE LUCRO
C0604,JUAN XXIII CENTRO DE DIA PARA PERSONAS MAYORES,250,Capacidad máxima simultánea,CENTROS DE DÍA,HOGARES Y CLUBES,Personas mayores,Móstoles,CALLE,426354,4463455,28938,AYUNTAMIENTO DE MOSTOLES,PÚBLICA
C0606,"NUESTRA SEÑORA DE LA ANTIGUA (MORATA), RESIDENCIA DE  PERSONAS MAYORES",98,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Morata de Tajuña,CALLE,462762,4452880,28530,FUNDACION MAC CROHON,PRIVADA SIN ÁNIMO DE LUCRO
C0607,"SAN CAMILO, CENTRO DE DIA",34,Capacidad máxima simultánea,CENTROS DE DÍA,CENTROS DE DÍA: OTROS,Personas mayores,Tres Cantos,SECT,439492,4496185,28760,RR. CAMILOS-RESIDENCIA ASISTIDA SAN CAMILO,PRIVADA SIN ÁNIMO DE LUCRO
C0610,"NAZARET MUNICIPAL MONTEJO DE LA SIERRA, RESIDENCIA DE PERSONAS MAYORES",58,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES DEPENDIENTES,Personas mayores,Montejo de la Sierra,CALLE,455435,4545362,28190,AYUNTAMIENTO DE MONTEJO DE LA SIERRA,PÚBLICA
C0614,VIVIENDA COMUNITARIA 3,8,Plazas totales,CENTROS RESIDENCIALES,VIVIENDAS COMUNITARIAS,Personas con discapacidad intelectual,Pozuelo de Alarcón,CALLE,431167,4476198,28223,"AFANIAS, ASOCIACION PRO-PERSONAS CON DISCAPACIDAD INTELECTUAL",PRIVADA SIN ÁNIMO DE LUCRO
C0615,"VIRGEN DEL VALLE, RESIDENCIA DE PERSONAS MAYORES",46,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Guadarrama,CALLE,411224,4500379,28430,RESIDENCIA VIRGEN DEL VALLE S.L.,PRIVADA CON ÁNIMO DE LUCRO
C0620,"SANTISIMA VIRGEN Y SAN CELEDONIO, RESIDENCIA DE PERSONAS MAYORES",164,Plazas totales,CENTROS RESIDENCIALES,RESIDENCIAS DE PERSONAS MAYORES MIXTA,Personas mayores,Madrid,CALLE,441928,4478373,28036,FUNDACION DE LA SANTISIMA VIRGEN Y SAN CELEDONIO,PRIVADA SIN ÁNIMO DE LUCRO
